id,snippet.title,statistics.viewCount,statistics.subscriberCount,statistics.videoCount,retrievedAt
UCwUJ_Zli745ZoImP4IljpYg,Addis Compass Media / ACM / አዲስ  ኮምፓስ  ሚዲያ,40811618,131000,2398,2026-07-01 23:33:29 UTC
UC-kDmfnktrzc_SGpS9ulrXw,Adebabay Media,15473699,113000,1186,2026-07-01 23:33:29 UTC
UCUyDe7EvbwwDRjyjUFU5Zhw,Alpha Media አልፋ ሚዲያ,9693847,56700,1719,2026-07-01 23:33:29 UTC
UCwMHDoJO6cHO6LN1BItFsPQ,Andafta,370181498,1170000,9783,2026-07-01 23:33:29 UTC
UCK71ZGx5VYTWw2XQ0F_O0nQ,Arat Kilo Media አራት ኪሎ ሚዲያ ,944488,21100,90,2026-07-01 23:33:29 UTC
UC3-RNH75BEZslJLEoIAxa2A,DW Amharic,7459561,167000,1249,2026-07-01 23:33:29 UTC
UCb3euYUGSY7REtF8NDsMLsA,Dawit Dreams,72723237,691000,1288,2026-07-01 23:33:29 UTC
UCdQ-5b2xJiCWgxinWo4NX7w,Dejaf TV,15220647,211000,112,2026-07-01 23:33:29 UTC
UCqGE-jrAMzhipIWivRsaI5A,Donkey Tube,663108333,3270000,2175,2026-07-01 23:33:29 UTC
UCOhrz3uRCOHmK6ueUstw7_Q,EBC,644456199,2140000,81718,2026-07-01 23:33:29 UTC
UCCJbY4YdJIUk7Lygrkg5IRA,EMS (Ethiopian Media Services),170940402,573000,4638,2026-07-01 23:33:29 UTC
UCSYM-vgRrMYsZbG-Z7Kz0Pw,ESATtv Ethiopia,221167125,763000,14092,2026-07-01 23:33:29 UTC
UC_m5g0TeOmYTPb535BLWd9Q,Ethio Focus _ኢትዮ ፎከስ,33760499,166000,1042,2026-07-01 23:33:29 UTC
UCXUFyN9Ys5tiIHgJFQKRJvA,Ethio Forum ኢትዮ ፎረም,721689556,1450000,3913,2026-07-01 23:33:29 UTC
UCelbYFUaQW3eb9sg3004ZGw,Ethio News - ኢትዮ ኒውስ,91423567,386000,2799,2026-07-01 23:33:29 UTC
UCoVL5YOr2KdnYNspQf3s5uw,Ethio Selam_ኢትዮ ሰላም,10459925,114000,1097,2026-07-01 23:33:29 UTC
UCCk2vUhB0SyQhA6JXyjXHEg,EthioTube,50302493,337000,1976,2026-07-01 23:33:29 UTC
UC4yEV6VBe0Emu8sMpyij0uQ,Fana Entertainment ,83248109,619000,25694,2026-07-01 23:33:29 UTC
UCZtXd8pSeqURf5MT2fqE51g,Fana Television,548246979,1940000,64235,2026-07-01 23:33:29 UTC
UCgBnBckSLo6-uAiejtnEycQ,Feta Daily News,380486473,1140000,3158,2026-07-01 23:33:29 UTC
UCsNubCFfRG-jcQcWF9owGTw,Finote Godana,185830,9110,29,2026-07-01 23:33:29 UTC
UCb9fEB6StrknyRiSSzQ7H0A,GEBEYANU,16502113,170000,927,2026-07-01 23:33:29 UTC
UCkOxp2i-ltA9jj0uSamcFWQ,Gugut Podcast,5710366,52400,269,2026-07-01 23:33:29 UTC
UCNgwbT7BCcppLG3zDm9f5UA,Horizon Free Media    ሆራይዝን ነፃ ሚዲያ,9462496,89300,480,2026-07-01 23:33:29 UTC
UCzKNuQ80qNSpt2x-7dsazJg,MERI PODCAST,16998776,224000,194,2026-07-01 23:33:29 UTC
UCilWrw2C8_VkFZ2tE5eKpdQ,Mager Media - ማገር ,2546609,36900,450,2026-07-01 23:33:29 UTC
UCZvMKrP8XmP9GAHMloucOaA,Mengizem Media ምንጊዜም ሚዲያ,13196534,100000,3817,2026-07-01 23:33:29 UTC
UCmAnzjcjIgtWuE6AnBCViTg,OMN,179815971,958000,14573,2026-07-01 23:33:29 UTC
UCPVr1rrKl8pXVFi-rrqzS1g,Reyot,97184705,419000,2881,2026-07-01 23:33:29 UTC
UCDXU7RuIQc0xRKJyP0ZTZaQ,Roha ,117212951,421000,3766,2026-07-01 23:33:29 UTC
UCR9FW-7YPXYQE4U6UkuXM4A,TELES NEWS -ጠለስ ኒውስ,13495920,86900,576,2026-07-01 23:33:29 UTC
UC_f89AbX5NPU77YaoaSKRSg,Terara Network,3829906,53700,285,2026-07-01 23:33:29 UTC
UCBvvcSYeDriczyImdI1qZWw,Tigrai Media House,163726237,389000,6887,2026-07-01 23:33:29 UTC
UC5OePohJjdkd0Uwm3r1cThA,VOA Amharic,17552475,207000,8177,2026-07-01 23:33:29 UTC
UCQwdCM4dBMgxPh0UZa8PIow,Wazema Radio,3271618,66300,1292,2026-07-01 23:33:29 UTC
UCJ61rOk0c0b0COn0qOOo1aQ,Zara Media Network - ዛራ,839481,140000,0,2026-07-01 23:33:29 UTC
UCVcc_sbg3AcXLV9vVufJrGg,ebstv worldwide,1996279603,3580000,38440,2026-07-01 23:33:29 UTC
UC6bam4pQbuUgXnmyEFlSpNA,ዓባይ ዜና - Abbay News,56130145,634000,2980,2026-07-01 23:33:29 UTC
