id,snippet.title,statistics.viewCount,statistics.subscriberCount,statistics.videoCount,retrievedAt
UCwUJ_Zli745ZoImP4IljpYg,Addis Compass Media / ACM / አዲስ  ኮምፓስ  ሚዲያ,18571668,84200,1296,2024-12-01 23:05:07 UTC
UC4yEV6VBe0Emu8sMpyij0uQ,AddisWalta - AW,71174552,531000,24768,2024-12-01 23:05:07 UTC
UC-kDmfnktrzc_SGpS9ulrXw,Adebabay Media,14852176,109000,1063,2024-12-01 23:05:07 UTC
UCUyDe7EvbwwDRjyjUFU5Zhw,Alpha Media አልፋ ሚዲያ,9629531,56200,1719,2024-12-01 23:05:07 UTC
UCwMHDoJO6cHO6LN1BItFsPQ,Andafta,328317237,1020000,8176,2024-12-01 23:05:07 UTC
UCK71ZGx5VYTWw2XQ0F_O0nQ,Arat Kilo Media አራት ኪሎ ሚዲያ ,814899,18900,90,2024-12-01 23:05:07 UTC
UC3-RNH75BEZslJLEoIAxa2A,DW Amharic,710941,26800,280,2024-12-01 23:05:07 UTC
UCb3euYUGSY7REtF8NDsMLsA,Dawit Dreams,63378504,598000,998,2024-12-01 23:05:07 UTC
UCdQ-5b2xJiCWgxinWo4NX7w,Dejaf TV,6214388,105000,51,2024-12-01 23:05:07 UTC
UCqGE-jrAMzhipIWivRsaI5A,Donkey Tube,514116869,2720000,1758,2024-12-01 23:05:07 UTC
UCOhrz3uRCOHmK6ueUstw7_Q,EBC,537526678,1680000,71906,2024-12-01 23:05:07 UTC
UCCJbY4YdJIUk7Lygrkg5IRA,EMS (Ethiopian Media Services),109081306,415000,3018,2024-12-01 23:05:07 UTC
UC5_7TzCp7YndNhVLo9top9A,ESAN TV,4635797,52900,195,2024-12-01 23:05:07 UTC
UCSYM-vgRrMYsZbG-Z7Kz0Pw,ESATtv Ethiopia,216504940,722000,11995,2024-12-01 23:05:07 UTC
UCuJQBlbbVB-3pZKLDxDI4HA,EVNmedia,3056290,46200,242,2024-12-01 23:05:07 UTC
UC_m5g0TeOmYTPb535BLWd9Q,Ethio Focus_ኢትዮ ፎከስ ኒውስ ,13538999,89600,455,2024-12-01 23:05:07 UTC
UCXUFyN9Ys5tiIHgJFQKRJvA,Ethio Forum ኢትዮ ፎረም,397691394,955000,2433,2024-12-01 23:05:07 UTC
UCelbYFUaQW3eb9sg3004ZGw,Ethio News - ኢትዮ ኒውስ,42840331,234000,1892,2024-12-01 23:05:07 UTC
UCoVL5YOr2KdnYNspQf3s5uw,Ethio Selam,3343755,66900,152,2024-12-01 23:05:07 UTC
UCCk2vUhB0SyQhA6JXyjXHEg,EthioTube,44501263,281000,1939,2024-12-01 23:05:07 UTC
UCZtXd8pSeqURf5MT2fqE51g,Fana Television,454580349,1580000,48377,2024-12-01 23:05:07 UTC
UCgBnBckSLo6-uAiejtnEycQ,Feta Daily News,280376111,917000,2094,2024-12-01 23:05:07 UTC
UCsNubCFfRG-jcQcWF9owGTw,Finote Godana,184146,9440,29,2024-12-01 23:05:07 UTC
UCb9fEB6StrknyRiSSzQ7H0A,GEBEYANU,14333788,142000,832,2024-12-01 23:05:07 UTC
UCkOxp2i-ltA9jj0uSamcFWQ,Gugut Podcast,5045191,42500,255,2024-12-01 23:05:07 UTC
