id,snippet.title,statistics.viewCount,statistics.subscriberCount,statistics.videoCount,retrievedAt
UCwUJ_Zli745ZoImP4IljpYg,Addis Compass Media / ACM / አዲስ  ኮምፓስ  ሚዲያ,30867334,116000,1918,2025-11-01 23:06:14 UTC
UC-kDmfnktrzc_SGpS9ulrXw,Adebabay Media,15107332,110000,1114,2025-11-01 23:06:14 UTC
UCUyDe7EvbwwDRjyjUFU5Zhw,Alpha Media አልፋ ሚዲያ,9664511,56500,1719,2025-11-01 23:06:14 UTC
UCwMHDoJO6cHO6LN1BItFsPQ,Andafta,351482074,1110000,9063,2025-11-01 23:06:14 UTC
UCK71ZGx5VYTWw2XQ0F_O0nQ,Arat Kilo Media አራት ኪሎ ሚዲያ ,940105,21200,90,2025-11-01 23:06:14 UTC
UC3-RNH75BEZslJLEoIAxa2A,DW Amharic,3224233,110000,747,2025-11-01 23:06:14 UTC
UCb3euYUGSY7REtF8NDsMLsA,Dawit Dreams,69277689,665000,1109,2025-11-01 23:06:14 UTC
UCdQ-5b2xJiCWgxinWo4NX7w,Dejaf TV,10529566,168000,79,2025-11-01 23:06:14 UTC
UCqGE-jrAMzhipIWivRsaI5A,Donkey Tube,607341634,3120000,1994,2025-11-01 23:06:14 UTC
UCOhrz3uRCOHmK6ueUstw7_Q,EBC,604246639,1990000,81446,2025-11-01 23:06:14 UTC
UCCJbY4YdJIUk7Lygrkg5IRA,EMS (Ethiopian Media Services),145347135,527000,3991,2025-11-01 23:06:14 UTC
UCSYM-vgRrMYsZbG-Z7Kz0Pw,ESATtv Ethiopia,219708581,750000,13199,2025-11-01 23:06:14 UTC
UC_m5g0TeOmYTPb535BLWd9Q,Ethio Focus _ኢትዮ ፎከስ,21866042,143000,673,2025-11-01 23:06:14 UTC
UCXUFyN9Ys5tiIHgJFQKRJvA,Ethio Forum ኢትዮ ፎረም,594223244,1300000,3326,2025-11-01 23:06:14 UTC
UCelbYFUaQW3eb9sg3004ZGw,Ethio News - ኢትዮ ኒውስ,74086534,354000,2441,2025-11-01 23:06:14 UTC
UCoVL5YOr2KdnYNspQf3s5uw,Ethio Selam_ኢትዮ ሰላም,7736628,106000,649,2025-11-01 23:06:14 UTC
UCCk2vUhB0SyQhA6JXyjXHEg,EthioTube,48092401,318000,1967,2025-11-01 23:06:14 UTC
UC4yEV6VBe0Emu8sMpyij0uQ,Fana Entertainment ,77609140,586000,25178,2025-11-01 23:06:14 UTC
UCZtXd8pSeqURf5MT2fqE51g,Fana Television,510631861,1820000,58035,2025-11-01 23:06:14 UTC
UCgBnBckSLo6-uAiejtnEycQ,Feta Daily News,340941038,1070000,2713,2025-11-01 23:06:14 UTC
UCsNubCFfRG-jcQcWF9owGTw,Finote Godana,185516,9250,29,2025-11-01 23:06:14 UTC
UCb9fEB6StrknyRiSSzQ7H0A,GEBEYANU,15315403,153000,897,2025-11-01 23:06:14 UTC
UCkOxp2i-ltA9jj0uSamcFWQ,Gugut Podcast,5597015,51400,269,2025-11-01 23:06:14 UTC
UCNgwbT7BCcppLG3zDm9f5UA,Horizon Free Media    ሆራይዝን ነፃ ሚዲያ,7911828,80600,394,2025-11-01 23:06:14 UTC
UCzKNuQ80qNSpt2x-7dsazJg,MERI PODCAST,14388773,194000,162,2025-11-01 23:06:14 UTC
UCilWrw2C8_VkFZ2tE5eKpdQ,Mager Media - ማገር ,2356992,34700,450,2025-11-01 23:06:14 UTC
UCZvMKrP8XmP9GAHMloucOaA,Mengizem Media ምንጊዜም ሚዲያ,11227247,89100,3373,2025-11-01 23:06:14 UTC
UCmAnzjcjIgtWuE6AnBCViTg,OMN,170307851,887000,14077,2025-11-01 23:06:14 UTC
UCPVr1rrKl8pXVFi-rrqzS1g,Reyot,89084548,393000,2773,2025-11-01 23:06:14 UTC
UCDXU7RuIQc0xRKJyP0ZTZaQ,Roha ,92724759,370000,3159,2025-11-01 23:06:14 UTC
UCR9FW-7YPXYQE4U6UkuXM4A,TELES NEWS -ጠለስ ኒውስ,9439752,77800,388,2025-11-01 23:06:14 UTC
UC_f89AbX5NPU77YaoaSKRSg,Terara Network,3825623,54000,285,2025-11-01 23:06:14 UTC
UCBvvcSYeDriczyImdI1qZWw,Tigrai Media House,163339212,388000,6853,2025-11-01 23:06:14 UTC
UC5OePohJjdkd0Uwm3r1cThA,VOA Amharic,17345178,202000,8059,2025-11-01 23:06:14 UTC
UCQwdCM4dBMgxPh0UZa8PIow,Wazema Radio,5540150,65200,2062,2025-11-01 23:06:14 UTC
UCJ61rOk0c0b0COn0qOOo1aQ,Zara Media Network - ዛራ,839481,141000,0,2025-11-01 23:06:14 UTC
UCVcc_sbg3AcXLV9vVufJrGg,ebstv worldwide,1788820683,3300000,34398,2025-11-01 23:06:14 UTC
UC6bam4pQbuUgXnmyEFlSpNA,ዓባይ ዜና - Abbay News,48749194,577000,2646,2025-11-01 23:06:14 UTC
UCwUJ_Zli745ZoImP4IljpYg,Addis Compass Media / ACM / አዲስ  ኮምፓስ  ሚዲያ,30907878,116000,1920,2025-11-02 23:05:53 UTC
UC-kDmfnktrzc_SGpS9ulrXw,Adebabay Media,15112937,110000,1114,2025-11-02 23:05:53 UTC
UCUyDe7EvbwwDRjyjUFU5Zhw,Alpha Media አልፋ ሚዲያ,9665189,56500,1719,2025-11-02 23:05:53 UTC
UCwMHDoJO6cHO6LN1BItFsPQ,Andafta,351555979,1110000,9064,2025-11-02 23:05:53 UTC
UCK71ZGx5VYTWw2XQ0F_O0nQ,Arat Kilo Media አራት ኪሎ ሚዲያ ,940135,21200,90,2025-11-02 23:05:53 UTC
UC3-RNH75BEZslJLEoIAxa2A,DW Amharic,3233591,110000,748,2025-11-02 23:05:53 UTC
UCb3euYUGSY7REtF8NDsMLsA,Dawit Dreams,69290433,665000,1109,2025-11-02 23:05:53 UTC
UCdQ-5b2xJiCWgxinWo4NX7w,Dejaf TV,10532697,168000,79,2025-11-02 23:05:53 UTC
UCqGE-jrAMzhipIWivRsaI5A,Donkey Tube,607811975,3130000,1995,2025-11-02 23:05:53 UTC
UCOhrz3uRCOHmK6ueUstw7_Q,EBC,604425966,1990000,81459,2025-11-02 23:05:53 UTC
UCCJbY4YdJIUk7Lygrkg5IRA,EMS (Ethiopian Media Services),145455232,527000,3991,2025-11-02 23:05:53 UTC
UCSYM-vgRrMYsZbG-Z7Kz0Pw,ESATtv Ethiopia,219712764,750000,13202,2025-11-02 23:05:53 UTC
UC_m5g0TeOmYTPb535BLWd9Q,Ethio Focus _ኢትዮ ፎከስ,21925555,143000,674,2025-11-02 23:05:53 UTC
UCXUFyN9Ys5tiIHgJFQKRJvA,Ethio Forum ኢትዮ ፎረም,594711212,1300000,3329,2025-11-02 23:05:53 UTC
UCelbYFUaQW3eb9sg3004ZGw,Ethio News - ኢትዮ ኒውስ,74143277,354000,2442,2025-11-02 23:05:53 UTC
UCoVL5YOr2KdnYNspQf3s5uw,Ethio Selam_ኢትዮ ሰላም,7751863,106000,651,2025-11-02 23:05:53 UTC
UCCk2vUhB0SyQhA6JXyjXHEg,EthioTube,48109445,319000,1967,2025-11-02 23:05:53 UTC
UC4yEV6VBe0Emu8sMpyij0uQ,Fana Entertainment ,77617674,586000,25186,2025-11-02 23:05:53 UTC
UCZtXd8pSeqURf5MT2fqE51g,Fana Television,510775847,1820000,58041,2025-11-02 23:05:53 UTC
UCgBnBckSLo6-uAiejtnEycQ,Feta Daily News,341111857,1070000,2714,2025-11-02 23:05:53 UTC
UCsNubCFfRG-jcQcWF9owGTw,Finote Godana,185519,9250,29,2025-11-02 23:05:53 UTC
UCb9fEB6StrknyRiSSzQ7H0A,GEBEYANU,15318341,153000,898,2025-11-02 23:05:53 UTC
UCkOxp2i-ltA9jj0uSamcFWQ,Gugut Podcast,5597694,51400,269,2025-11-02 23:05:53 UTC
UCNgwbT7BCcppLG3zDm9f5UA,Horizon Free Media    ሆራይዝን ነፃ ሚዲያ,7924536,80600,393,2025-11-02 23:05:53 UTC
UCzKNuQ80qNSpt2x-7dsazJg,MERI PODCAST,14404038,194000,162,2025-11-02 23:05:53 UTC
UCilWrw2C8_VkFZ2tE5eKpdQ,Mager Media - ማገር ,2357049,34700,450,2025-11-02 23:05:53 UTC
UCZvMKrP8XmP9GAHMloucOaA,Mengizem Media ምንጊዜም ሚዲያ,11232457,89100,3376,2025-11-02 23:05:53 UTC
UCmAnzjcjIgtWuE6AnBCViTg,OMN,170345353,887000,14077,2025-11-02 23:05:53 UTC
UCPVr1rrKl8pXVFi-rrqzS1g,Reyot,89096061,393000,2773,2025-11-02 23:05:53 UTC
UCDXU7RuIQc0xRKJyP0ZTZaQ,Roha ,92873875,371000,3160,2025-11-02 23:05:53 UTC
UCR9FW-7YPXYQE4U6UkuXM4A,TELES NEWS -ጠለስ ኒውስ,9455264,77800,389,2025-11-02 23:05:53 UTC
UC_f89AbX5NPU77YaoaSKRSg,Terara Network,3825662,54000,285,2025-11-02 23:05:53 UTC
UCBvvcSYeDriczyImdI1qZWw,Tigrai Media House,163340846,388000,6855,2025-11-02 23:05:53 UTC
UC5OePohJjdkd0Uwm3r1cThA,VOA Amharic,17346070,202000,8059,2025-11-02 23:05:53 UTC
UCQwdCM4dBMgxPh0UZa8PIow,Wazema Radio,5544103,65200,1541,2025-11-02 23:05:53 UTC
UCJ61rOk0c0b0COn0qOOo1aQ,Zara Media Network - ዛራ,839481,141000,0,2025-11-02 23:05:53 UTC
UCVcc_sbg3AcXLV9vVufJrGg,ebstv worldwide,1789434056,3300000,34426,2025-11-02 23:05:53 UTC
UC6bam4pQbuUgXnmyEFlSpNA,ዓባይ ዜና - Abbay News,48803160,577000,2644,2025-11-02 23:05:53 UTC
UCwUJ_Zli745ZoImP4IljpYg,Addis Compass Media / ACM / አዲስ  ኮምፓስ  ሚዲያ,30947766,116000,1922,2025-11-03 23:06:07 UTC
UC-kDmfnktrzc_SGpS9ulrXw,Adebabay Media,15114711,110000,1114,2025-11-03 23:06:07 UTC
UCUyDe7EvbwwDRjyjUFU5Zhw,Alpha Media አልፋ ሚዲያ,9665691,56600,1719,2025-11-03 23:06:07 UTC
UCwMHDoJO6cHO6LN1BItFsPQ,Andafta,351664049,1110000,9067,2025-11-03 23:06:07 UTC
UCK71ZGx5VYTWw2XQ0F_O0nQ,Arat Kilo Media አራት ኪሎ ሚዲያ ,940171,21200,90,2025-11-03 23:06:07 UTC
UC3-RNH75BEZslJLEoIAxa2A,DW Amharic,3248938,110000,749,2025-11-03 23:06:07 UTC
UCb3euYUGSY7REtF8NDsMLsA,Dawit Dreams,69305069,665000,1110,2025-11-03 23:06:07 UTC
UCdQ-5b2xJiCWgxinWo4NX7w,Dejaf TV,10536672,168000,79,2025-11-03 23:06:07 UTC
UCqGE-jrAMzhipIWivRsaI5A,Donkey Tube,608167634,3130000,1997,2025-11-03 23:06:07 UTC
UCOhrz3uRCOHmK6ueUstw7_Q,EBC,604568426,1990000,81495,2025-11-03 23:06:07 UTC
UCCJbY4YdJIUk7Lygrkg5IRA,EMS (Ethiopian Media Services),145562638,527000,3993,2025-11-03 23:06:07 UTC
UCSYM-vgRrMYsZbG-Z7Kz0Pw,ESATtv Ethiopia,219717573,750000,13206,2025-11-03 23:06:07 UTC
UC_m5g0TeOmYTPb535BLWd9Q,Ethio Focus _ኢትዮ ፎከስ,21989613,143000,676,2025-11-03 23:06:07 UTC
UCXUFyN9Ys5tiIHgJFQKRJvA,Ethio Forum ኢትዮ ፎረም,595111787,1300000,3332,2025-11-03 23:06:07 UTC
UCelbYFUaQW3eb9sg3004ZGw,Ethio News - ኢትዮ ኒውስ,74177215,354000,2443,2025-11-03 23:06:07 UTC
UCoVL5YOr2KdnYNspQf3s5uw,Ethio Selam_ኢትዮ ሰላም,7767916,106000,653,2025-11-03 23:06:07 UTC
UCCk2vUhB0SyQhA6JXyjXHEg,EthioTube,48128400,319000,1967,2025-11-03 23:06:07 UTC
UC4yEV6VBe0Emu8sMpyij0uQ,Fana Entertainment ,77627973,586000,25189,2025-11-03 23:06:07 UTC
UCZtXd8pSeqURf5MT2fqE51g,Fana Television,510951757,1820000,58069,2025-11-03 23:06:07 UTC
UCgBnBckSLo6-uAiejtnEycQ,Feta Daily News,341263194,1070000,2716,2025-11-03 23:06:07 UTC
UCsNubCFfRG-jcQcWF9owGTw,Finote Godana,185521,9250,29,2025-11-03 23:06:07 UTC
UCb9fEB6StrknyRiSSzQ7H0A,GEBEYANU,15320219,153000,899,2025-11-03 23:06:07 UTC
UCkOxp2i-ltA9jj0uSamcFWQ,Gugut Podcast,5598484,51400,269,2025-11-03 23:06:07 UTC
UCNgwbT7BCcppLG3zDm9f5UA,Horizon Free Media    ሆራይዝን ነፃ ሚዲያ,7926437,80600,394,2025-11-03 23:06:07 UTC
